time,leftsniffing,other,rightsniffing
688.7,0,1,0
688.73,0,1,0
688.77,0,1,0
688.8,0,1,0
688.83,0,1,0
688.87,0,1,0
688.9,0,1,0
688.93,0,1,0
688.97,0,1,0
689.0,0,1,0
689.03,0,1,0
689.07,0,1,0
689.1,0,1,0
689.13,0,1,0
689.17,0,1,0
689.2,0,1,0
689.23,0,1,0
689.27,0,1,0
689.3,0,1,0
689.33,0,1,0
689.37,0,1,0
689.4,0,1,0
689.43,0,1,0
689.47,0,1,0
689.5,0,1,0
689.53,0,1,0
689.57,0,1,0
689.6,0,1,0
689.63,0,1,0
689.67,0,1,0
689.7,0,1,0
689.73,0,1,0
689.77,0,1,0
689.8,0,1,0
689.83,0,1,0
689.87,0,1,0
689.9,0,1,0
689.93,0,1,0
689.97,0,1,0
690.0,0,1,0
690.03,0,1,0
690.07,0,1,0
690.1,0,1,0
690.13,0,1,0
690.17,0,1,0
690.2,0,1,0
690.23,0,1,0
690.27,0,1,0
690.3,0,1,0
690.33,0,1,0
690.37,0,1,0
690.4,0,1,0
690.43,0,1,0
690.47,0,1,0
690.5,0,1,0
690.53,0,1,0
690.57,0,1,0
690.6,0,1,0
690.63,0,1,0
690.67,0,1,0
690.7,0,1,0
690.73,0,1,0
690.77,0,1,0
690.8,0,1,0
690.83,0,1,0
690.87,0,1,0
690.9,0,1,0
690.93,0,1,0
690.97,0,1,0
691.0,0,1,0
691.03,0,1,0
691.07,0,1,0
691.1,0,1,0
691.13,0,1,0
691.17,0,1,0
691.2,0,1,0
691.23,0,1,0
691.27,0,1,0
691.3,0,1,0
691.33,0,1,0
691.37,0,1,0
691.4,0,1,0
691.43,0,1,0
691.47,0,1,0
691.5,0,1,0
691.53,0,1,0
691.57,0,1,0
691.6,0,1,0
691.63,0,1,0
691.67,0,1,0
691.7,0,1,0
691.73,0,1,0
691.77,0,1,0
691.8,0,1,0
691.83,0,1,0
691.87,0,1,0
691.9,0,1,0
691.93,0,1,0
691.97,0,1,0
692.0,0,1,0
692.03,0,1,0
692.07,0,1,0
692.1,0,1,0
692.13,0,1,0
692.17,0,1,0
692.2,0,1,0
692.23,0,1,0
692.27,0,1,0
692.3,0,1,0
692.33,0,1,0
692.37,0,1,0
692.4,0,1,0
692.43,0,1,0
692.47,0,1,0
692.5,0,1,0
692.53,0,1,0
692.57,0,1,0
692.6,0,1,0
692.63,0,1,0
692.67,0,1,0
692.7,0,1,0
692.73,0,1,0
692.77,0,1,0
692.8,0,1,0
692.83,0,1,0
692.87,0,1,0
692.9,0,1,0
692.93,0,1,0
692.97,0,1,0
693.0,1,0,0
693.03,1,0,0
693.07,1,0,0
693.1,1,0,0
693.13,1,0,0
693.17,1,0,0
693.2,1,0,0
693.23,1,0,0
693.27,1,0,0
693.3,1,0,0
693.33,1,0,0
693.37,1,0,0
693.4,1,0,0
693.43,1,0,0
693.47,1,0,0
693.5,1,0,0
693.53,1,0,0
693.57,1,0,0
693.6,1,0,0
693.63,1,0,0
693.67,1,0,0
693.7,1,0,0
693.73,1,0,0
693.77,1,0,0
693.8,1,0,0
693.83,1,0,0
693.87,1,0,0
693.9,1,0,0
693.93,1,0,0
693.97,1,0,0
694.0,1,0,0
694.03,1,0,0
694.07,1,0,0
694.1,1,0,0
694.13,1,0,0
694.17,1,0,0
694.2,1,0,0
694.23,1,0,0
694.27,1,0,0
694.3,1,0,0
694.33,1,0,0
694.37,1,0,0
694.4,1,0,0
694.43,1,0,0
694.47,1,0,0
694.5,1,0,0
694.53,1,0,0
694.57,1,0,0
694.6,1,0,0
694.63,1,0,0
694.67,1,0,0
694.7,1,0,0
694.73,1,0,0
694.77,1,0,0
694.8,1,0,0
694.83,1,0,0
694.87,1,0,0
694.9,1,0,0
694.93,1,0,0
694.97,1,0,0
695.0,1,0,0
695.03,1,0,0
695.07,1,0,0
695.1,1,0,0
695.13,1,0,0
695.17,1,0,0
695.2,1,0,0
695.23,1,0,0
695.27,1,0,0
695.3,1,0,0
695.33,1,0,0
695.37,1,0,0
695.4,1,0,0
695.43,1,0,0
695.47,1,0,0
695.5,1,0,0
695.53,1,0,0
695.57,1,0,0
695.6,1,0,0
695.63,1,0,0
695.67,1,0,0
695.7,1,0,0
695.73,1,0,0
695.77,1,0,0
695.8,1,0,0
695.83,1,0,0
695.87,1,0,0
695.9,1,0,0
695.93,1,0,0
695.97,1,0,0
696.0,1,0,0
696.03,1,0,0
696.07,1,0,0
696.1,1,0,0
696.13,1,0,0
696.17,1,0,0
696.2,1,0,0
696.23,1,0,0
696.27,1,0,0
696.3,1,0,0
696.33,1,0,0
696.37,1,0,0
696.4,1,0,0
696.43,1,0,0
696.47,1,0,0
696.5,1,0,0
696.53,1,0,0
696.57,1,0,0
696.6,0,1,0
696.63,0,1,0
696.67,0,1,0
696.7,0,1,0
696.73,0,1,0
696.77,0,1,0
696.8,0,1,0
696.83,0,1,0
696.87,0,1,0
696.9,0,1,0
696.93,0,1,0
696.97,0,1,0
697.0,0,1,0
697.03,0,1,0
697.07,0,1,0
697.1,0,1,0
697.13,0,1,0
697.17,0,1,0
697.2,0,1,0
697.23,0,1,0
697.27,0,1,0
697.3,0,1,0
697.33,0,1,0
697.37,0,1,0
697.4,0,1,0
697.43,0,1,0
697.47,0,1,0
697.5,0,1,0
697.53,0,1,0
697.57,0,1,0
697.6,0,1,0
697.63,0,1,0
697.67,0,1,0
697.7,0,1,0
697.73,0,1,0
697.77,0,1,0
697.8,0,1,0
697.83,0,1,0
697.87,0,1,0
697.9,0,1,0
697.93,0,1,0
697.97,0,1,0
698.0,0,1,0
698.03,0,1,0
698.07,0,1,0
698.1,0,1,0
698.13,0,1,0
698.17,0,1,0
698.2,0,1,0
698.23,0,1,0
698.27,0,1,0
698.3,0,1,0
698.33,0,1,0
698.37,0,1,0
698.4,0,1,0
698.43,0,1,0
698.47,0,1,0
698.5,0,1,0
698.53,0,1,0
698.57,0,1,0
698.6,0,1,0
698.63,0,1,0
698.67,0,1,0
698.7,0,1,0
698.73,0,1,0
698.77,0,1,0
698.8,0,1,0
698.83,0,1,0
698.87,0,1,0
698.9,0,1,0
698.93,0,1,0
698.97,0,1,0
699.0,0,1,0
699.03,0,1,0
699.07,0,1,0
699.1,0,1,0
699.13,0,1,0
699.17,0,1,0
699.2,0,1,0
699.23,0,1,0
699.27,0,1,0
699.3,0,1,0
699.33,0,1,0
699.37,0,1,0
699.4,0,1,0
699.43,0,1,0
699.47,0,1,0
699.5,0,1,0
699.53,0,1,0
699.57,0,1,0
699.6,0,1,0
699.63,0,1,0
699.67,0,1,0
699.7,0,1,0
699.73,0,1,0
699.77,0,1,0
699.8,0,1,0
699.83,0,1,0
699.87,0,1,0
699.9,1,0,0
699.93,1,0,0
699.97,1,0,0
700.0,1,0,0
700.03,1,0,0
700.07,1,0,0
700.1,1,0,0
700.13,1,0,0
700.17,1,0,0
700.2,1,0,0
700.23,1,0,0
700.27,1,0,0
700.3,1,0,0
700.33,1,0,0
700.37,1,0,0
700.4,0,1,0
700.43,0,1,0
700.47,0,1,0
700.5,0,1,0
700.53,0,1,0
700.57,0,1,0
700.6,0,1,0
700.63,0,1,0
700.67,0,1,0
700.7,0,1,0
700.73,0,1,0
700.77,0,1,0
700.8,0,1,0
700.83,0,1,0
700.87,0,1,0
700.9,0,1,0
700.93,0,1,0
700.97,0,1,0
701.0,0,1,0
701.03,0,1,0
701.07,0,1,0
701.1,0,1,0
701.13,0,1,0
701.17,0,1,0
701.2,0,1,0
701.23,0,1,0
701.27,0,1,0
701.3,0,1,0
701.33,0,1,0
701.37,0,1,0
701.4,0,1,0
701.43,0,1,0
701.47,0,1,0
701.5,0,1,0
701.53,0,1,0
701.57,0,1,0
701.6,0,1,0
701.63,0,1,0
701.67,0,1,0
701.7,0,1,0
701.73,0,1,0
701.77,0,1,0
701.8,0,1,0
701.83,0,1,0
701.87,0,1,0
701.9,0,1,0
701.93,0,1,0
701.97,0,1,0
702.0,0,0,1
702.03,0,0,1
702.07,0,0,1
702.1,0,0,1
702.13,0,0,1
702.17,0,0,1
702.2,0,0,1
702.23,0,0,1
702.27,0,0,1
702.3,0,0,1
702.33,0,0,1
702.37,0,0,1
702.4,0,0,1
702.43,0,0,1
702.47,0,0,1
702.5,0,0,1
702.53,0,0,1
702.57,0,0,1
702.6,0,0,1
702.63,0,0,1
702.67,0,0,1
702.7,0,0,1
702.73,0,0,1
702.77,0,0,1
702.8,0,0,1
702.83,0,0,1
702.87,0,0,1
702.9,0,0,1
702.93,0,0,1
702.97,0,0,1
703.0,0,0,1
703.03,0,0,1
703.07,0,0,1
703.1,0,0,1
703.13,0,0,1
703.17,0,0,1
703.2,0,0,1
703.23,0,0,1
703.27,0,0,1
703.3,0,0,1
703.33,0,0,1
703.37,0,0,1
703.4,0,0,1
703.43,0,0,1
703.47,0,0,1
703.5,0,0,1
703.53,0,0,1
703.57,0,0,1
703.6,0,0,1
703.63,0,0,1
703.67,0,0,1
703.7,0,0,1
703.73,0,0,1
703.77,0,0,1
703.8,0,0,1
703.83,0,0,1
703.87,0,0,1
703.9,0,0,1
703.93,0,0,1
703.97,0,0,1
704.0,0,0,1
704.03,0,0,1
704.07,0,0,1
704.1,0,0,1
704.13,0,0,1
704.17,0,0,1
704.2,0,0,1
704.23,0,0,1
704.27,0,0,1
704.3,0,0,1
704.33,0,0,1
704.37,0,0,1
704.4,0,0,1
704.43,0,0,1
704.47,0,0,1
704.5,0,0,1
704.53,0,0,1
704.57,0,0,1
704.6,0,0,1
704.63,0,0,1
704.67,0,0,1
704.7,0,0,1
704.73,0,0,1
704.77,0,0,1
704.8,0,0,1
704.83,0,0,1
704.87,0,0,1
704.9,0,0,1
704.93,0,0,1
704.97,0,0,1
705.0,0,0,1
705.03,0,0,1
705.07,0,0,1
705.1,0,0,1
705.13,0,0,1
705.17,0,0,1
705.2,0,0,1
705.23,0,0,1
705.27,0,0,1
705.3,0,0,1
705.33,0,0,1
705.37,0,0,1
705.4,0,0,1
705.43,0,0,1
705.47,0,0,1
705.5,0,0,1
705.53,0,0,1
705.57,0,0,1
705.6,0,0,1
705.63,0,0,1
705.67,0,0,1
705.7,0,0,1
705.73,0,0,1
705.77,0,0,1
705.8,0,0,1
705.83,0,0,1
705.87,0,0,1
705.9,0,0,1
705.93,0,0,1
705.97,0,0,1
706.0,0,0,1
706.03,0,0,1
706.07,0,0,1
706.1,0,0,1
706.13,0,0,1
706.17,0,0,1
706.2,0,0,1
706.23,0,0,1
706.27,0,0,1
706.3,0,0,1
706.33,0,0,1
706.37,0,0,1
706.4,0,0,1
706.43,0,0,1
706.47,0,0,1
706.5,0,0,1
706.53,0,0,1
706.57,0,0,1
706.6,0,0,1
706.63,0,0,1
706.67,0,0,1
706.7,0,0,1
706.73,0,0,1
706.77,0,0,1
706.8,0,0,1
706.83,0,0,1
706.87,0,0,1
706.9,0,0,1
706.93,0,0,1
706.97,0,0,1
707.0,0,0,1
707.03,0,0,1
707.07,0,0,1
707.1,0,0,1
707.13,0,0,1
707.17,0,0,1
707.2,0,0,1
707.23,0,0,1
707.27,0,0,1
707.3,0,0,1
707.33,0,0,1
707.37,0,0,1
707.4,0,0,1
707.43,0,0,1
707.47,0,0,1
707.5,0,0,1
707.53,0,0,1
707.57,0,0,1
707.6,0,0,1
707.63,0,0,1
707.67,0,0,1
707.7,0,0,1
707.73,0,0,1
707.77,0,0,1
707.8,0,0,1
707.83,0,0,1
707.87,0,0,1
707.9,0,0,1
707.93,0,0,1
707.97,0,0,1
708.0,0,0,1
708.03,0,0,1
708.07,0,0,1
708.1,0,0,1
708.13,0,0,1
708.17,0,0,1
708.2,0,0,1
708.23,0,0,1
708.27,0,0,1
708.3,0,0,1
708.33,0,0,1
708.37,0,0,1
708.4,0,1,0
708.43,0,1,0
708.47,0,1,0
708.5,0,1,0
708.53,0,1,0
708.57,0,1,0
708.6,0,1,0
708.63,0,1,0
708.67,0,1,0
708.7,0,1,0
708.73,0,1,0
708.77,0,1,0
708.8,0,1,0
708.83,0,1,0
708.87,0,1,0
708.9,0,1,0
708.93,0,1,0
708.97,0,1,0
709.0,0,1,0
709.03,0,1,0
709.07,0,1,0
709.1,0,1,0
709.13,0,1,0
709.17,0,1,0
709.2,0,1,0
709.23,0,1,0
709.27,0,1,0
709.3,0,1,0
709.33,0,1,0
709.37,0,1,0
709.4,0,1,0
709.43,0,1,0
709.47,0,1,0
709.5,0,1,0
709.53,0,1,0
709.57,0,1,0
709.6,0,1,0
709.63,0,1,0
709.67,0,1,0
709.7,0,1,0
709.73,0,1,0
709.77,0,1,0
709.8,0,1,0
709.83,0,1,0
709.87,0,1,0
709.9,0,1,0
709.93,0,1,0
709.97,0,1,0
710.0,0,1,0
710.03,0,1,0
710.07,0,1,0
710.1,0,1,0
710.13,0,1,0
710.17,0,1,0
710.2,0,1,0
710.23,0,1,0
710.27,0,1,0
710.3,0,1,0
710.33,0,1,0
710.37,0,1,0
710.4,0,1,0
710.43,0,1,0
710.47,0,1,0
710.5,0,1,0
710.53,0,1,0
710.57,0,1,0
710.6,0,1,0
710.63,0,1,0
710.67,0,1,0
710.7,0,1,0
710.73,0,1,0
710.77,0,1,0
710.8,0,1,0
710.83,0,1,0
710.87,0,1,0
710.9,0,1,0
710.93,0,1,0
710.97,0,1,0
711.0,0,1,0
711.03,0,1,0
711.07,0,1,0
711.1,0,1,0
711.13,0,1,0
711.17,0,1,0
711.2,0,1,0
711.23,0,1,0
711.27,0,1,0
711.3,0,1,0
711.33,0,1,0
711.37,0,1,0
711.4,0,1,0
711.43,0,1,0
711.47,0,1,0
711.5,0,1,0
711.53,0,1,0
711.57,0,1,0
711.6,0,1,0
711.63,0,1,0
711.67,0,1,0
711.7,0,1,0
711.73,0,1,0
711.77,0,1,0
711.8,0,1,0
711.83,0,1,0
711.87,0,1,0
711.9,0,1,0
711.93,0,1,0
711.97,0,1,0
712.0,0,1,0
712.03,0,1,0
712.07,0,1,0
712.1,0,1,0
712.13,0,1,0
712.17,0,1,0
712.2,0,1,0
712.23,0,1,0
712.27,0,1,0
712.3,0,1,0
712.33,0,1,0
712.37,0,1,0
712.4,0,1,0
712.43,0,1,0
712.47,0,1,0
712.5,0,1,0
712.53,0,1,0
712.57,0,1,0
712.6,0,1,0
712.63,0,1,0
712.67,0,1,0
712.7,0,1,0
712.73,0,1,0
712.77,0,1,0
712.8,0,1,0
712.83,0,1,0
712.87,0,1,0
712.9,0,1,0
712.93,0,1,0
712.97,0,1,0
713.0,0,1,0
713.03,0,1,0
713.07,0,1,0
713.1,0,1,0
713.13,0,1,0
713.17,0,1,0
713.2,0,1,0
713.23,0,1,0
713.27,0,1,0
713.3,0,1,0
713.33,0,1,0
713.37,0,1,0
713.4,0,1,0
713.43,0,1,0
713.47,0,1,0
713.5,0,1,0
713.53,0,1,0
713.57,0,1,0
713.6,0,1,0
713.63,0,1,0
713.67,0,1,0
713.7,0,1,0
713.73,0,1,0
713.77,0,1,0
713.8,0,1,0
713.83,0,1,0
713.87,0,1,0
713.9,0,1,0
713.93,0,1,0
713.97,0,1,0
714.0,0,1,0
714.03,0,1,0
714.07,0,1,0
714.1,0,1,0
714.13,0,1,0
714.17,0,1,0
714.2,0,1,0
714.23,0,1,0
714.27,0,1,0
714.3,0,1,0
714.33,0,1,0
714.37,0,1,0
714.4,0,1,0
714.43,0,1,0
714.47,0,1,0
714.5,0,1,0
714.53,0,1,0
714.57,0,1,0
714.6,0,1,0
714.63,0,1,0
714.67,0,1,0
714.7,0,1,0
714.73,0,1,0
714.77,0,1,0
714.8,0,1,0
714.83,0,1,0
714.87,0,1,0
714.9,0,1,0
714.93,0,1,0
714.97,0,1,0
715.0,0,1,0
715.03,0,1,0
715.07,0,1,0
715.1,0,1,0
715.13,0,1,0
715.17,0,1,0
715.2,0,1,0
715.23,0,1,0
715.27,0,1,0
715.3,0,1,0
715.33,0,1,0
715.37,0,1,0
715.4,0,1,0
715.43,0,1,0
715.47,0,1,0
715.5,0,1,0
715.53,0,1,0
715.57,0,1,0
715.6,0,1,0
715.63,0,1,0
715.67,0,1,0
715.7,0,1,0
715.73,0,1,0
715.77,0,1,0
715.8,0,1,0
715.83,0,1,0
715.87,0,1,0
715.9,0,1,0
715.93,0,1,0
715.97,0,1,0
716.0,0,1,0
716.03,0,1,0
716.07,0,1,0
716.1,0,1,0
716.13,0,1,0
716.17,0,1,0
716.2,0,1,0
716.23,0,1,0
716.27,0,1,0
716.3,0,0,1
716.33,0,0,1
716.37,0,0,1
716.4,0,0,1
716.43,0,0,1
716.47,0,0,1
716.5,0,0,1
716.53,0,0,1
716.57,0,0,1
716.6,0,0,1
716.63,0,0,1
716.67,0,0,1
716.7,0,1,0
716.73,0,1,0
716.77,0,1,0
716.8,0,1,0
716.83,0,1,0
716.87,0,1,0
716.9,0,1,0
716.93,0,1,0
716.97,0,1,0
717.0,0,1,0
717.03,0,1,0
717.07,0,1,0
717.1,0,1,0
717.13,0,1,0
717.17,0,1,0
717.2,0,1,0
717.23,0,1,0
717.27,0,1,0
717.3,0,1,0
717.33,0,1,0
717.37,0,1,0
717.4,0,1,0
717.43,0,1,0
717.47,0,1,0
717.5,0,1,0
717.53,0,1,0
717.57,0,1,0
717.6,0,1,0
717.63,0,1,0
717.67,0,1,0
717.7,0,1,0
717.73,0,1,0
717.77,0,1,0
717.8,0,1,0
717.83,0,1,0
717.87,0,1,0
717.9,0,1,0
717.93,0,1,0
717.97,0,1,0
718.0,0,1,0
718.03,0,1,0
718.07,0,1,0
718.1,0,1,0
718.13,0,1,0
718.17,0,1,0
718.2,0,1,0
718.23,0,1,0
718.27,0,1,0
718.3,0,1,0
718.33,0,1,0
718.37,0,1,0
718.4,0,1,0
718.43,0,1,0
718.47,0,1,0
718.5,0,1,0
718.53,0,1,0
718.57,0,1,0
718.6,0,1,0
718.63,0,1,0
718.67,0,1,0
718.7,0,1,0
718.73,0,1,0
718.77,0,1,0
718.8,0,1,0
718.83,0,1,0
718.87,0,1,0
718.9,0,0,1
718.93,0,0,1
718.97,0,0,1
719.0,0,0,1
719.03,0,0,1
719.07,0,0,1
719.1,0,0,1
719.13,0,0,1
719.17,0,0,1
719.2,0,0,1
719.23,0,0,1
719.27,0,0,1
719.3,0,0,1
719.33,0,0,1
719.37,0,0,1
719.4,0,0,1
719.43,0,0,1
719.47,0,0,1
719.5,0,0,1
719.53,0,0,1
719.57,0,0,1
719.6,0,0,1
719.63,0,0,1
719.67,0,0,1
719.7,0,0,1
719.73,0,0,1
719.77,0,0,1
719.8,0,0,1
719.83,0,0,1
719.87,0,0,1
719.9,0,0,1
719.93,0,0,1
719.97,0,0,1
720.0,0,0,1
720.03,0,0,1
720.07,0,0,1
720.1,0,0,1
720.13,0,0,1
720.17,0,0,1
720.2,0,1,0
720.23,0,1,0
720.27,0,1,0
720.3,0,1,0
720.33,0,1,0
720.37,0,1,0
720.4,0,1,0
720.43,0,1,0
720.47,0,1,0
720.5,0,1,0
720.53,0,1,0
720.57,0,1,0
720.6,0,1,0
720.63,0,1,0
720.67,0,1,0
720.7,0,1,0
720.73,0,1,0
720.77,0,1,0
720.8,0,1,0
720.83,0,1,0
720.87,0,1,0
720.9,0,1,0
720.93,0,1,0
720.97,0,1,0
721.0,0,1,0
721.03,0,1,0
721.07,0,1,0
721.1,0,1,0
721.13,0,1,0
721.17,0,1,0
721.2,0,1,0
721.23,0,1,0
721.27,0,1,0
721.3,0,1,0
721.33,0,1,0
721.37,0,1,0
721.4,0,1,0
721.43,0,1,0
721.47,0,1,0
721.5,0,1,0
721.53,0,1,0
721.57,0,1,0
721.6,0,1,0
721.63,0,1,0
721.67,0,1,0
721.7,0,1,0
721.73,0,1,0
721.77,0,1,0
721.8,0,1,0
721.83,0,1,0
721.87,0,1,0
721.9,0,1,0
721.93,0,1,0
721.97,0,1,0
722.0,0,1,0
722.03,0,1,0
722.07,0,1,0
722.1,0,1,0
722.13,0,1,0
722.17,0,1,0
722.2,0,1,0
722.23,0,1,0
722.27,0,1,0
722.3,0,1,0
722.33,0,1,0
722.37,0,1,0
722.4,0,1,0
722.43,0,1,0
722.47,0,1,0
722.5,0,1,0
722.53,0,1,0
722.57,0,1,0
722.6,0,1,0
722.63,0,1,0
722.67,0,1,0
722.7,0,1,0
722.73,0,1,0
722.77,0,1,0
722.8,0,1,0
722.83,0,1,0
722.87,0,1,0
722.9,0,1,0
722.93,0,1,0
722.97,0,1,0
723.0,0,1,0
723.03,0,1,0
723.07,0,1,0
723.1,0,1,0
723.13,0,1,0
723.17,0,1,0
723.2,0,1,0
723.23,0,1,0
723.27,0,1,0
723.3,0,1,0
723.33,0,1,0
723.37,0,1,0
723.4,0,1,0
723.43,0,1,0
723.47,0,1,0
723.5,0,1,0
723.53,0,1,0
723.57,0,1,0
723.6,0,1,0
723.63,0,1,0
723.67,0,1,0
723.7,0,1,0
723.73,0,1,0
723.77,0,1,0
723.8,0,1,0
723.83,0,1,0
723.87,0,1,0
723.9,0,1,0
723.93,0,1,0
723.97,0,1,0
724.0,0,1,0
724.03,0,1,0
724.07,0,1,0
724.1,0,1,0
724.13,0,1,0
724.17,0,1,0
724.2,0,1,0
724.23,0,1,0
724.27,0,1,0
724.3,0,1,0
724.33,0,1,0
724.37,0,1,0
724.4,0,1,0
724.43,0,1,0
724.47,0,1,0
724.5,0,1,0
724.53,0,1,0
724.57,0,1,0
724.6,0,1,0
724.63,0,1,0
724.67,0,1,0
724.7,0,1,0
724.73,0,1,0
724.77,0,1,0
724.8,0,1,0
724.83,0,1,0
724.87,0,1,0
724.9,0,1,0
724.93,0,1,0
724.97,0,1,0
725.0,0,1,0
725.03,0,1,0
725.07,0,1,0
725.1,0,1,0
725.13,0,1,0
725.17,0,1,0
725.2,0,1,0
725.23,0,1,0
725.27,0,1,0
725.3,0,1,0
725.33,0,1,0
725.37,0,1,0
725.4,0,1,0
725.43,0,1,0
725.47,0,1,0
725.5,0,1,0
725.53,0,1,0
725.57,0,1,0
725.6,0,1,0
725.63,0,1,0
725.67,0,1,0
725.7,0,1,0
725.73,0,1,0
725.77,0,1,0
725.8,0,1,0
725.83,0,1,0
725.87,0,1,0
725.9,0,1,0
725.93,0,1,0
725.97,0,1,0
726.0,0,1,0
726.03,0,1,0
726.07,0,1,0
726.1,0,1,0
726.13,0,1,0
726.17,0,1,0
726.2,0,1,0
726.23,0,1,0
726.27,0,1,0
726.3,0,1,0
726.33,0,1,0
726.37,0,1,0
726.4,0,1,0
726.43,0,1,0
726.47,0,1,0
726.5,0,1,0
726.53,0,1,0
726.57,0,1,0
726.6,0,1,0
726.63,0,1,0
726.67,0,1,0
726.7,0,1,0
726.73,0,1,0
726.77,0,1,0
726.8,0,1,0
726.83,0,1,0
726.87,0,1,0
726.9,0,1,0
726.93,0,1,0
726.97,0,1,0
727.0,0,1,0
727.03,0,1,0
727.07,0,1,0
727.1,0,1,0
727.13,0,1,0
727.17,0,1,0
727.2,0,1,0
727.23,0,1,0
727.27,0,1,0
727.3,0,1,0
727.33,0,1,0
727.37,0,1,0
727.4,0,1,0
727.43,0,1,0
727.47,0,1,0
727.5,0,1,0
727.53,0,1,0
727.57,0,1,0
727.6,0,1,0
727.63,0,1,0
727.67,0,1,0
727.7,0,1,0
727.73,0,1,0
727.77,0,1,0
727.8,0,1,0
727.83,0,1,0
727.87,0,1,0
727.9,0,1,0
727.93,0,1,0
727.97,0,1,0
728.0,0,1,0
728.03,0,1,0
728.07,0,1,0
728.1,0,1,0
728.13,0,1,0
728.17,0,1,0
728.2,0,1,0
728.23,0,1,0
728.27,0,1,0
728.3,0,1,0
728.33,0,1,0
728.37,0,1,0
728.4,0,1,0
728.43,0,1,0
728.47,0,1,0
728.5,0,1,0
728.53,0,1,0
728.57,0,1,0
728.6,0,1,0
728.63,0,1,0
728.67,0,1,0
728.7,0,1,0
728.73,0,1,0
728.77,0,1,0
728.8,0,1,0
728.83,0,1,0
728.87,0,1,0
728.9,0,1,0
728.93,0,1,0
728.97,0,1,0
729.0,0,1,0
729.03,0,1,0
729.07,0,1,0
729.1,0,1,0
729.13,0,1,0
729.17,0,1,0
729.2,0,1,0
729.23,0,1,0
729.27,0,1,0
729.3,0,1,0
729.33,0,1,0
729.37,0,1,0
729.4,0,1,0
729.43,0,1,0
729.47,0,1,0
729.5,0,1,0
729.53,0,1,0
729.57,0,1,0
729.6,0,1,0
729.63,0,1,0
729.67,0,1,0
729.7,0,1,0
729.73,0,1,0
729.77,0,1,0
729.8,0,1,0
729.83,0,1,0
729.87,0,1,0
729.9,0,1,0
729.93,0,1,0
729.97,0,1,0
730.0,0,1,0
730.03,0,1,0
730.07,0,1,0
730.1,0,1,0
730.13,0,1,0
730.17,0,1,0
730.2,0,1,0
730.23,0,1,0
730.27,0,1,0
730.3,0,1,0
730.33,0,1,0
730.37,0,1,0
730.4,0,1,0
730.43,0,1,0
730.47,0,1,0
730.5,0,1,0
730.53,0,1,0
730.57,0,1,0
730.6,0,1,0
730.63,0,1,0
730.67,0,1,0
730.7,0,1,0
730.73,0,1,0
730.77,0,1,0
730.8,0,1,0
730.83,0,1,0
730.87,0,1,0
730.9,0,1,0
730.93,0,1,0
730.97,0,1,0
731.0,0,1,0
731.03,0,1,0
731.07,0,1,0
731.1,0,1,0
731.13,0,1,0
731.17,0,1,0
731.2,0,1,0
731.23,0,1,0
731.27,0,1,0
731.3,0,1,0
731.33,0,1,0
731.37,0,1,0
731.4,0,1,0
731.43,0,1,0
731.47,0,1,0
731.5,0,1,0
731.53,0,1,0
731.57,0,1,0
731.6,0,1,0
731.63,0,1,0
731.67,0,1,0
731.7,0,1,0
731.73,0,1,0
731.77,0,1,0
731.8,0,1,0
731.83,0,1,0
731.87,0,1,0
731.9,0,1,0
731.93,0,1,0
731.97,0,1,0
732.0,0,1,0
732.03,0,1,0
732.07,0,1,0
732.1,0,1,0
732.13,0,1,0
732.17,0,1,0
732.2,0,1,0
732.23,0,1,0
732.27,0,1,0
732.3,0,1,0
732.33,0,1,0
732.37,0,1,0
732.4,0,1,0
732.43,0,1,0
732.47,0,1,0
732.5,0,1,0
732.53,0,1,0
732.57,0,1,0
732.6,0,1,0
732.63,0,1,0
732.67,0,1,0
732.7,0,1,0
732.73,0,1,0
732.77,0,1,0
732.8,0,1,0
732.83,0,1,0
732.87,0,1,0
732.9,0,1,0
732.93,0,1,0
732.97,0,1,0
733.0,0,1,0
733.03,0,1,0
733.07,0,1,0
733.1,0,1,0
733.13,0,1,0
733.17,0,1,0
733.2,0,1,0
733.23,0,1,0
733.27,0,1,0
733.3,0,1,0
733.33,0,1,0
733.37,0,1,0
733.4,0,1,0
733.43,0,1,0
733.47,0,1,0
733.5,0,1,0
733.53,0,1,0
733.57,0,1,0
733.6,1,0,0
733.63,1,0,0
733.67,1,0,0
733.7,1,0,0
733.73,1,0,0
733.77,1,0,0
733.8,1,0,0
733.83,1,0,0
733.87,1,0,0
733.9,1,0,0
733.93,1,0,0
733.97,1,0,0
734.0,1,0,0
734.03,1,0,0
734.07,1,0,0
734.1,1,0,0
734.13,1,0,0
734.17,1,0,0
734.2,1,0,0
734.23,1,0,0
734.27,1,0,0
734.3,1,0,0
734.33,1,0,0
734.37,1,0,0
734.4,1,0,0
734.43,1,0,0
734.47,1,0,0
734.5,1,0,0
734.53,1,0,0
734.57,1,0,0
734.6,1,0,0
734.63,1,0,0
734.67,1,0,0
734.7,1,0,0
734.73,1,0,0
734.77,1,0,0
734.8,1,0,0
734.83,1,0,0
734.87,1,0,0
734.9,1,0,0
734.93,1,0,0
734.97,1,0,0
735.0,1,0,0
735.03,1,0,0
735.07,1,0,0
735.1,1,0,0
735.13,1,0,0
735.17,1,0,0
735.2,1,0,0
735.23,1,0,0
735.27,1,0,0
